LabNumber	SiteProvince	DistrictName	EpiWeek	SampleCollectionDate	Sequence_ID	SiteName	Lineages	Abundances
COV-24-2300	Gauteng	Tshwane MM	44.0	2024-10-29	COV-24-2300	Daspoort Wastewater Treatment Works	LB.1.3.X KP.3.X JN.1.X BA.2.X Recombinants	[0.99872287, 0.00090223, 0.00026932, 1.359e-05, 9.196e-05]
COV-24-2305	Gauteng	Tshwane MM	44.0	2024-10-29	COV-24-2305	Laudium	LB.1.3.4.X JN.1.X LB.1.3.X XBB.X Recombinants Other	[0.9975430000000001, 0.00242564, 1.027e-05, 4.1e-07, 2.078e-05, 1.26e-06]
COV-24-2308	Gauteng	Ekurhuleni MM	44.0	2024-10-29	COV-24-2308	Hartebeesfontein Waterworks	LB.1.3.4.X JN.1.X LB.1.3.X Recombinants	[0.99910405, 0.00060104, 0.00010495, 0.00018997]
COV-24-2314	Gauteng	Mangaung MM	44.0	2024-10-30	COV-24-2314	Klipsruit Yard (Before tunnel)	LB.1.3.4.X KP.3.X JN.1.X LP.8.1.X BA.5.X XBB.X Delta BA.2.X XBB.1.5.X Recombinants Other	[0.94034654, 0.0563121, 0.003338860000000001, 3.16e-06, 3.74e-06, 2.5299999999999995e-06, 8e-07, 1.09e-06, 3.9e-07, 1.6499999999999999e-06, 9.940000000000001e-06]
COV-24-2315	Gauteng	Johannesburg MM	44.0	2024-10-30	COV-24-2315	Klipspruit Veggies (After tunnel)	LB.1.3.X LB.1.3.4.X	[0.553957, 0.446043]
COV-24-2317	Gauteng	Johannesburg MM	44.0	2024-10-30	COV-24-2317	Goudkoppies Wastewater Treatment Works	JN.1.X LB.1.3.4.X KP.3.X LB.1.3.X BA.5.X Recombinants	[0.45210817999999997, 0.44074599999999997, 0.08629258, 0.02060723, 7e-05, 0.000176]
COV-24-2321	Free State	Mangaung MM	44.0	2024-10-29	COV-24-2321	Bloemspruit Wastewater Treatment Works	LB.1.3.4.X JN.1.X BA.5.X XBB.1.5.X Other	[0.93109091, 0.06890891000000002, 3e-07, 2.6e-07, 1.2e-06]
COV-24-2322	Free State	Mangaung MM	44.0	2024-10-29	COV-24-2322	Sterkwater Wastewater Treatment Works	LB.1.3.4.X JN.1.X BA.2.86.X KP.1.X Recombinants	[0.99810178, 0.00148594, 0.000153, 0.00014618, 0.0001131]
COV-24-2323	Mpumalanga	Ehlanzeni DM	44.0	2024-10-28	COV-24-2323	Kingstonvale	LB.1.3.4.X	[0.99999998]
COV-24-2324	Western Cape	Cape Town MM	44.0	2024-10-29	COV-24-2324	Zandvleit Wastewater Treatment Works	XEC.X JN.1.X KP.3.X LB.1.3.X XBB.1.5.X BA.5.X XBB.X Delta BA.2.X Other	[0.3924047, 0.28947279, 0.31791086999999996, 0.00021171, 4.7e-07, 7.3e-07, 5.3e-07, 2.3e-07, 2.1e-07, 2.24e-06]
COV-24-2325	Western Cape	Cape Town MM	44.0	2024-10-29	COV-24-2325	Borcherds Quarry Wastewater Treatment Works	JN.1.X KP.3.X Other	[0.2967436000000001, 0.7032561800000001, 2e-07]
COV-24-2332	Gauteng	Ekurhuleni MM	44.0	2024-10-31	COV-24-2332	Olifantsfontein	KP.3.X LB.1.3.4.X JN.1.X Recombinants	[0.64651781, 0.32431216, 0.028904199999999998, 0.00026584]
COV-24-2333	Gauteng	Ekurhuleni MM	44.0	2024-10-31	COV-24-2333	Midstream	JN.1.X XEC.X LB.1.3.X LB.1.3.4.X KP.3.X Recombinants	[0.6592664999999999, 0.14447484, 0.1236559, 0.0595041, 0.012660209999999998, 0.00043808]
COV-24-2334	Gauteng	Tshwane MM	44.0	2024-11-01	COV-24-2334	Daspoort Wastewater Treatment Works	JN.1.X LB.1.3.4.X LB.1.3.X KP.3.X XEC.X Recombinants	[0.5913691, 0.15, 0.13695697, 0.08629173999999998, 0.03528886, 9.294e-05]
COV-24-2335	Limpopo	Vhembe DM	44.0	2024-10-30	COV-24-2335	Nancefield	LB.1.3.4.X	[0.99999999]
COV-24-2337	North West	Bojanala Platinum DM	44.0	2024-10-30	COV-24-2337	Rustenburg Wastewater Treatment Works	LB.1.3.X LB.1.3.4.X JN.1.X BA.2.86.X Recombinants Other	[0.46192288, 0.1245951, 0.17440926999999998, 9.684e-05, 0.23897580000000002, 4.6e-07]
COV-24-2343	Gauteng	Tshwane MM	44.0	2024-11-01	COV-24-2343	Laudium	LB.1.3.4.X LB.1.3.X JN.1.X KP.1.X KP.3.X Recombinants	[0.6505696, 0.3256204200000001, 0.023012569999999993, 0.00044703, 0.00026574, 8.462e-05]
COV-24-2251	Gauteng	Ekurhuleni MM	43.0	2024-10-22	COV-24-2251	Hartebeesfontein Waterworks	LB.1.3.4.X KP.3.X JN.1.X BA.5.X Recombinants	[0.651246, 0.32070709, 0.027431129999999998, 0.00016499, 0.00045073]
COV-24-2249	Gauteng	Tshwane MM	43.0	2024-10-22	COV-24-2249	Groenkloof	JN.1.X KP.1.X KP.3.X LP.8.1.X XBB.X BA.5.X Recombinants Other	[0.8335759500000001, 0.16586124000000002, 0.00029723, 8.73e-05, 5.2e-07, 3e-07, 0.00017772, 2.7600000000000003e-06]
COV-24-2250	Gauteng	Johannesburg MM	43.0	2024-10-22	COV-24-2250	Northern Wastewater Treatment Works (GP)	JN.1.X KP.3.X KP.1.X XEC.X BA.5.X Recombinants	[0.8874110399999999, 0.11188534, 0.00019775, 7.061e-05, 7.964e-05, 0.00035547]
COV-24-2252	Gauteng	Ekurhuleni MM	43.0	2024-10-22	COV-24-2252	ERWAT Vlakplaat Wastewater Treatment Works	LB.1.3.4.X KP.3.X JN.1.X BA.5.X	[0.9083665, 0.09048144, 0.00109607, 5.6e-05]
COV-24-2253	Gauteng	Johannesburg MM	43.0	2024-10-23	COV-24-2253	Bushkoppies Final	LB.1.3.4.X KP.3.X JN.1.X LB.1.3.X BA.2.86.X Recombinants Other	[0.533537, 0.29450503999999994, 0.14900779999999997, 0.018137, 0.004607979999999999, 0.00011199, 9.305e-05]
COV-24-2254	Gauteng	Johannesburg MM	43.0	2024-10-23	COV-24-2254	Bushkoppies Inlet	JN.1.X XEC.X KP.3.X BA.2.X BA.5.X XBB.X Recombinants Other	[0.7798270900000001, 0.12125914, 0.09823666, 0.00034231, 2.544e-05, 1.3399999999999999e-06, 0.00013755, 0.00034683999999999995]
COV-24-2255	Gauteng	Johannesburg MM	43.0	2024-10-23	COV-24-2255	Klipsruit Yard (Before tunnel)	LB.1.3.4.X JN.1.X BA.2.86.X Recombinants Other	[0.99413602, 0.00514569, 0.00027130000000000004, 0.00044693, 3.2e-07]
COV-24-2258	Free State	Mangaung MM	43.0	2024-10-22	COV-24-2258	Bloemspruit Wastewater Treatment Works	LB.1.3.4.X BA.5.X JN.1.X	[0.99987186, 8.9e-05, 3.915e-05]
COV-24-2260	Free State	Mangaung MM	43.0	2024-10-22	COV-24-2260	Sterkwater Wastewater Treatment Works	LB.1.3.4.X JN.1.X BA.2.86.X Recombinants	[0.9992225, 0.00041049, 0.00019598, 0.00017099]
COV-24-2262	Gauteng	Johannesburg MM	43.0	2024-10-23	COV-24-2262	Goudkoppies Wastewater Treatment Works	LB.1.3.4.X JN.1.X Recombinants Other	[0.41322299, 0.4600147, 0.12676201, 2.6e-07]
COV-24-2266	Gauteng	Ekurhuleni MM	43.0	2024-10-24	COV-24-2266	Tembisa Hospital East and West	LB.1.3.4.X JN.1.X	[0.99987154, 0.00012847]
COV-24-2267	Gauteng	Ekurhuleni MM	43.0	2024-10-24	COV-24-2267	Tembisa Hospital Downstream	KP.3.X JN.1.X Other	[0.99924401, 0.00053099, 0.000225]
COV-24-2269	Gauteng	Ekurhuleni MM	43.0	2024-10-24	COV-24-2269	Midstream	KP.1.X KP.3.X XEC.X JN.1.X BA.2.86.X BA.5.X BA.4.X BA.2.X XBB.1.5.X Delta XBB.X Recombinants Other	[0.36702946000000003, 0.27800321000000006, 0.048343979999999995, 0.0017898499999999997, 0.00025711, 5.79e-05, 3.591e-05, 2.651e-05, 9.5e-07, 3.4e-07, 5.1e-07, 0.30445658999999997, 6.64e-06]
COV-24-2270	Gauteng	Ekurhuleni MM	43.0	2024-10-24	COV-24-2270	Olifantsfontein	JN.1.X LB.1.3.X KP.3.X KP.1.X LB.1.3.4.X XBB.X BA.5.X Delta BA.2.X XBB.1.5.X Recombinants Other	[0.3547364799999999, 0.28103909, 0.25747872, 0.08713684999999999, 0.01960795, 3.819999999999999e-06, 3.450000000000001e-06, 9.9e-07, 1.78e-06, 5.4e-07, 1.4e-06, 2.372e-05]
COV-24-2273	KwaZulu-Natal	Ethekwini MM	43.0	2024-10-23	COV-24-2273	Northern Wastewater Treatment Works (KZN)	JN.1.X KP.3.X BA.2.86.X	[0.81704243, 0.18290341999999998, 5.411e-05]
COV-24-2278	North West	Bojanala Platinum DM	43.0	2024-10-23	COV-24-2278	Boitekong	KP.3.X JN.1.X XEC.X KP.1.X LB.1.3.X Recombinants Other	[0.18531443, 0.7938545099999988, 0.00042687, 0.00011982, 5.337e-05, 0.01999381, 0.00023700000000000001]
COV-24-2279	Western Cape	Cape Town MM	43.0	2024-10-22	COV-24-2279	Zandvleit Wastewater Treatment Works	KP.3.X JN.1.X KP.1.X XEC.X BA.2.X BA.2.86.X Recombinants Other	[0.79094885, 0.20816265999999997, 0.000249, 4.294e-05, 1.325e-05, 3.75e-06, 0.00045209, 0.00012703]
COV-24-2280	Western Cape	Cape Town MM	43.0	2024-10-22	COV-24-2280	Borcherds Quarry Wastewater Treatment Works	JN.1.X KP.3.X BA.2.86.X Recombinants Other	[0.9820506800000002, 0.01221516, 0.00518401, 0.00026977, 0.00056032]
COV-24-2281	Gauteng	Tshwane MM	43.0	2024-10-25	COV-24-2281	Daspoort Wastewater Treatment Works	KP.3.X BA.2.86.X XBB.1.5.X Delta JN.1.X XBB.X XEC.X BA.5.X BA.2.X KP.1.X Recombinants Other	[0.99985781, 0.0001432, 3.89e-06, 2.16e-06, 2.85e-06, 2.1799999999999995e-06, 4e-07, 2.95e-06, 8.799999999999999e-07, 4e-07, 3.43e-06, 2.364e-05]
COV-24-2403	Gauteng	Ekurhuleni MM	46.0	2024-11-11	COV-24-2403	Sasol Garage	LB.1.3.X LB.1.3.4.X JN.1.X BA.5.X XBB.X BA.2.X XBB.1.5.X BA.1.X KP.3.X LP.8.1.X XEC.X Delta KP.1.X Recombinants Other	[0.6002338400000001, 0.39969005, 8.526e-05, 1.846e-05, 9.970000000000004e-06, 3.64e-06, 2.7299999999999993e-06, 2.03e-06, 1.28e-06, 1.22e-06, 5.4e-07, 1.6499999999999999e-06, 2.9e-07, 2.5599999999999996e-06, 4.8599999999999995e-05]
COV-24-2405	Gauteng	Ekurhuleni MM	46.0	2024-11-11	COV-24-2405	Namane Drive	KP.3.X LB.1.3.4.X JN.1.X BA.2.86.X Recombinants	[0.91240706, 0.0671256, 0.01975172, 0.00011993, 0.00059562]
COV-24-2410	Gauteng	Ekurhuleni MM	46.0	2024-11-11	COV-24-2410	Olifantsfontein	KP.3.X LB.1.3.X LB.1.3.4.X JN.1.X BA.2.86.X Delta BA.5.X BA.2.X XBB.1.5.X XBB.X BA.1.X LP.8.1.X Recombinants Other	[0.5170890700000002, 0.17114763, 0.30965898, 0.0020857000000000002, 2.186e-05, 3.3300000000000003e-06, 5.2e-06, 2.6999999999999996e-06, 2.5099999999999997e-06, 3.97e-06, 6.6e-07, 4.1e-07, 7.900000000000001e-07, 3.192e-05]
COV-24-2416	Gauteng	Tshwane MM	46.0	2024-11-12	COV-24-2416	Vergenoeg	LB.1.3.4.X KP.3.X JN.1.X Recombinants	[0.9836155499999999, 0.014625530000000001, 0.00145879, 0.00030013]
COV-24-2421	Gauteng	Ekurhuleni MM	46.0	2024-11-12	COV-24-2421	Hartebeesfontein Waterworks	LB.1.3.4.X JN.1.X XEC.X Recombinants	[0.999525, 0.00034809, 5.482e-05, 7.199e-05]
COV-24-2422	Gauteng	Johannesburg MM	46.0	2024-11-13	COV-24-2422	Bushkoppies Inlet	LB.1.3.4.X KP.3.X Other	[0.52232101, 0.47767898, 3e-07]
COV-24-2423	Gauteng	Johannesburg MM	46.0	2024-11-13	COV-24-2423	Bushkoppies Final	JN.1.X XEC.X BA.2.86.X KP.3.X KP.1.X XBB.X BA.5.X BA.2.X Delta BA.4.X XBB.1.5.X LP.8.1.X LB.1.3.X Recombinants Other	[0.9991006199999998, 0.00038475, 8.701e-05, 4.5239999999999994e-05, 3.099e-05, 9.510000000000006e-06, 9.400000000000001e-06, 3.4500000000000004e-06, 2.16e-06, 8.6e-07, 6e-07, 3.7e-07, 7.399999999999999e-07, 0.00029214000000000003, 0.00017834000000000003]
COV-24-2424	Gauteng	Johannesburg MM	46.0	2024-11-13	COV-24-2424	Klipsruit Yard (Before tunnel)	XEC.X BA.2.X KP.3.X XBB.X BA.4.X Delta Recombinants Other	[0.99985485, 7.454e-05, 7.138e-05, 2.9e-07, 2.9e-07, 2.1e-07, 4.2e-07, 1.5599999999999999e-06]
COV-24-2425	Gauteng	Johannesburg MM	46.0	2024-11-13	COV-24-2425	Klipspruit Veggies (After tunnel)	JN.1.X XEC.X XBB.X BA.5.X Recombinants Other	[0.99867446, 0.00099872, 3.8e-07, 3e-07, 0.00032657, 5.599999999999999e-07]
COV-24-2427	Gauteng	Johannesburg MM	46.0	2024-11-13	COV-24-2427	Goudkoppies Wastewater Treatment Works	LB.1.3.4.X LB.1.3.X JN.1.X Other	[0.794059, 0.10303482, 0.10290601, 5.2e-07]
COV-24-2429	Western Cape	Cape Town MM	46.0	2024-11-12	COV-24-2429	Zandvleit Wastewater Treatment Works	KP.3.X JN.1.X Recombinants	[0.9131758099999999, 0.08661805, 0.00020605]
COV-24-2430	Western Cape	Cape Town MM	46.0	2024-11-12	COV-24-2430	Borcherds Quarry Wastewater Treatment Works	XEC.X KP.3.X JN.1.X XBB.X Recombinants Other	[0.27793774, 0.12278332, 0.00015732, 3.3e-07, 0.5991218100000001, 2.92e-06]
COV-24-2432	Free State	Mangaung MM	46.0	2024-11-12	COV-24-2432	Sterkwater Wastewater Treatment Works	LB.1.3.4.X	[1.0]
COV-24-2433	Free State	Mangaung MM	46.0	2024-11-12	COV-24-2433	Bloemspruit Wastewater Treatment Works	LB.1.3.4.X JN.1.X Other	[0.8494240200000001, 0.15057578000000002, 2.6e-07]
COV-24-2437	Gauteng	Ekurhuleni MM	46.0	2024-11-14	COV-24-2437	Moloreng	KP.3.X JN.1.X LB.1.3.X LB.1.3.4.X LP.8.1.X XEC.X Delta BA.5.X KP.1.X XBB.X XBB.1.5.X BA.2.X Recombinants Other	[0.6828532100000002, 0.24474745, 0.04740165, 0.02439017, 0.00011496000000000001, 4.968e-05, 1.6099999999999998e-06, 2.1800000000000003e-06, 6.5e-07, 3.059999999999999e-06, 4.2e-07, 1.31e-06, 0.00044067, 1.4799999999999999e-05]
COV-24-2440	Gauteng	Ekurhuleni MM	46.0	2024-11-14	COV-24-2440	Tembisa Hospital Downstream	LB.1.3.4.X JN.1.X LB.1.3.X KP.3.X KP.1.X XBB.X BA.2.X BA.5.X Recombinants Other	[0.99421896, 0.00234876, 8.667e-05, 0.00024546999999999997, 1.92e-05, 6.2e-07, 3.5000000000000004e-07, 3.6e-07, 0.00307995, 9.5e-07]
COV-24-2444	Gauteng	Ekurhuleni MM	46.0	2024-11-14	COV-24-2444	OR Tambo International Airport	LB.1.3.4.X JN.1.X KP.1.X LP.8.1.X Recombinants Other	[0.99866193, 0.00068563, 0.00024091, 0.00012041, 0.00020002, 0.00018266000000000002]
COV-24-2445	Northern Cape	Frances Baard DM	46.0	2024-11-13	COV-24-2445	Homevale Kimberley	LB.1.3.4.X JN.1.X LB.1.3.X BA.2.86.X Recombinants	[0.024096, 0.0005841399999999999, 5.17e-05, 9.299999999999998e-05, 0.9751751499999999]
COV-24-2446	North West	Bojanala Platinum DM	46.0	2024-11-13	COV-24-2446	Rustenburg Wastewater Treatment Works	LB.1.3.4.X JN.1.X LB.1.3.X XEC.X Delta BA.5.X XBB.X XBB.1.5.X BA.2.86.X BA.2.X KP.3.X KP.1.X BA.1.X LP.8.1.X BA.2.12.X BA.4.X Recombinants Other	[0.31892712, 0.6000503099999995, 0.08040025000000002, 4.775e-05, 3.4550000000000006e-05, 7.483e-05, 8.85399999999999e-05, 3.670999999999999e-05, 1.0950000000000002e-05, 4.1609999999999976e-05, 7.450000000000001e-06, 2.4000000000000003e-06, 3.1300000000000005e-06, 2.7000000000000004e-06, 1.62e-06, 1.01e-06, 0.00069305, 0.0004029600000000002]
COV-24-2447	North West	Bojanala Platinum DM	46.0	2024-11-13	COV-24-2447	Boitekong	KP.3.X JN.1.X	[0.99961931, 0.00038071]
COV-24-2448	Gauteng	Tshwane MM	46.0	2024-11-15	COV-24-2448	Daspoort Wastewater Treatment Works	LB.1.3.4.X JN.1.X LB.1.3.X Recombinants	[0.531987, 0.31402533999999993, 0.15395907, 2.847e-05]
COV-24-2452	Gauteng	Tshwane MM	46.0	2024-11-15	COV-24-2452	Vergenoeg	LB.1.3.X JN.1.X LP.8.1.X KP.3.X BA.4.X KP.1.X XBB.1.5.X BA.5.X XBB.X Delta LB.1.3.4.X BA.2.X XFG.X Recombinants Other	[0.99909147, 0.00012308, 0.00011562000000000001, 7.566e-05, 3.075e-05, 1.114e-05, 2.65e-06, 2.1099999999999997e-06, 3.989999999999999e-06, 1.0299999999999999e-06, 8e-07, 1.11e-06, 2.9e-07, 0.0005556900000000001, 1.5099999999999998e-05]
COV-24-2455	KwaZulu-Natal	Umkhanyakude DM	46.0	2024-11-13	COV-24-2455	Manguzi Wastewater Treatment Plant	LB.1.3.4.X JN.1.X BA.5.X XBB.X KP.3.X BA.2.X Recombinants Other	[0.9999996999999999, 1.7200000000000003e-06, 1.6499999999999999e-06, 1.8799999999999998e-06, 3.1e-07, 7.8e-07, 1.5e-06, 1.8460000000000003e-05]
COV-24-2457	Mpumalanga	Ehlanzeni DM	46.0	2024-11-11	COV-24-2457	Kingstonvale	LB.1.3.4.X JN.1.X KP.3.X Recombinants	[0.99945578, 0.00029867, 0.00016455000000000002, 8.097e-05]
COV-24-2465	Gauteng	Ekurhuleni MM	47.0	2024-11-18	COV-24-2465	Midstream	LB.1.3.4.X KP.3.X	[0.9993316999999999, 0.00066829]
COV-24-2466	Gauteng	Ekurhuleni MM	47.0	2024-11-18	COV-24-2466	Olifantsfontein	LB.1.3.4.X KP.3.X JN.1.X BA.5.X KP.1.X BA.2.X Recombinants	[0.344828, 0.46492916, 0.10259393, 0.0001763, 0.00010108, 1.169e-05, 0.08735980000000002]
COV-24-2475	Gauteng	Johannesburg MM	47.0	2024-11-19	COV-24-2475	Northern Wastewater Treatment Works (GP)	XEC.X JN.1.X KP.3.X KP.1.X BA.2.X XBB.X BA.5.X Recombinants Other	[0.6565468000000001, 0.3416346699999999, 0.0011439999999999998, 0.00032306, 5.799e-05, 7.9e-07, 4.5e-07, 0.00029310999999999996, 1.39e-06]
COV-24-2482	Gauteng	Johannesburg MM	47.0	2024-11-20	COV-24-2482	Klipsruit Yard (Before tunnel)	LB.1.3.4.X JN.1.X Recombinants Other	[0.99968393, 0.00016905999999999998, 7.432e-05, 0.00014717999999999998]
COV-24-2485	Gauteng	Johannesburg MM	47.0	2024-11-20	COV-24-2485	Goudkoppies Wastewater Treatment Works	JN.1.X KP.3.X LB.1.3.X KP.1.X BA.2.86.X Delta XBB.X XBB.1.5.X BA.2.X BA.5.X Recombinants Other	[0.35358482999999996, 0.64515508, 0.00031972, 5.182e-05, 3.358e-05, 9.8e-07, 2.660000000000001e-06, 7.8e-07, 4.800000000000001e-07, 4.9e-07, 0.00085361, 7.68e-06]
COV-24-2487	Free State	Mangaung MM	47.0	2024-11-19	COV-24-2487	Bloemspruit Wastewater Treatment Works	LB.1.3.X JN.1.X XEC.X Recombinants	[0.44658496, 0.5526933500000001, 9.196e-05, 0.0006296399999999999]
COV-24-2490	Eastern Cape	Buffalo City MM	47.0	2024-11-19	COV-24-2490	East Bank Wastewater Treatment Works	LB.1.3.4.X JN.1.X XBB.X BA.5.X KP.3.X Recombinants Other	[0.99888093, 0.0010713, 1.4299999999999999e-06, 6.9e-07, 2e-07, 4.811e-05, 2e-06]
COV-24-2493	Western Cape	Cape Town MM	47.0	2024-11-19	COV-24-2493	Zandvleit Wastewater Treatment Works	KP.3.X XEC.X JN.1.X XBB.X BA.5.X Delta Recombinants Other	[0.46222983999999995, 0.5369619, 0.00046019999999999996, 5.3e-07, 7.4e-07, 3.7e-07, 0.00034747, 1.6199999999999997e-06]
COV-24-2494	Western Cape	Cape Town MM	47.0	2024-11-19	COV-24-2494	Borcherds Quarry Wastewater Treatment Works	KP.3.X XEC.X JN.1.X Recombinants	[0.49728077, 0.48871755, 0.00055319, 0.01344849]
COV-24-2498	North West	Bojanala Platinum DM	47.0	2024-11-20	COV-24-2498	Rustenburg Wastewater Treatment Works	LB.1.3.4.X JN.1.X KP.3.X BA.2.86.X KP.1.X BA.4.X Recombinants	[0.687713, 0.30824628000000004, 0.00021872, 0.00014999, 7.596e-05, 3e-05, 0.0035659900000000002]
COV-24-2499	North West	Bojanala Platinum DM	47.0	2024-11-20	COV-24-2499	Boitekong	JN.1.X BA.5.X Recombinants	[0.9998989899999999, 5.22e-05, 4.88e-05]
COV-24-2509	Gauteng	Tshwane MM	47.0	2024-11-22	COV-24-2509	Daspoort Wastewater Treatment Works	LB.1.3.4.X JN.1.X LP.8.1.X LB.1.3.X KP.3.X XEC.X XBB.1.5.X Recombinants	[0.53582595, 0.22471803, 0.21851834, 0.020481779999999998, 0.00010561, 5.42e-05, 2.4e-07, 0.00029580000000000003]
COV-24-2511	Gauteng	Tshwane MM	47.0	2024-11-22	COV-24-2511	Kalafong Hospital	KP.3.X	[0.9999999900000001]
COV-24-2512	Gauteng	Tshwane MM	47.0	2024-11-22	COV-24-2512	Atteridgeville Train Station	JN.1.X BA.5.X KP.3.X BA.4.X Other	[0.99990842, 4.139e-05, 3.45e-05, 1.563e-05, 2.4e-07]
COV-24-2522	Gauteng	Johannesburg MM	48.0	2024-11-25	COV-24-2522	Tembisa Mall	LB.1.3.4.X BA.2.86.X JN.1.X XBB.1.5.X XBB.X BA.2.X BA.5.X BA.4.X KP.3.X Delta XEC.X Recombinants Other	[0.9991946, 0.00041853999999999996, 0.00038857999999999997, 1.73e-06, 3.180000000000001e-06, 1.46e-06, 1.8000000000000001e-06, 6.3e-07, 7.5e-07, 5.1e-07, 2.4000000000000003e-07, 4e-07, 4.84e-06]
COV-24-2524	Gauteng	Ekurhuleni MM	48.0	2024-11-25	COV-24-2524	Olifantsfontein	LB.1.3.4.X JN.1.X KP.1.X KP.3.X Recombinants	[0.97946329, 0.01578786, 0.00422503, 0.00033585, 0.00018802]
COV-24-2526	Gauteng	Tshwane MM	48.0	2024-11-26	COV-24-2526	Daspoort Wastewater Treatment Works	JN.1.X LB.1.3.4.X LB.1.3.X BA.2.86.X BA.2.X Recombinants	[0.6328655800000001, 0.356028, 0.0100994, 0.00054793, 0.00030896, 0.00015]
COV-24-2528	Gauteng	Tshwane MM	48.0	2024-11-26	COV-24-2528	Kalafong Hospital	JN.1.X	[0.99999997]
COV-24-2530	Gauteng	Tshwane MM	48.0	2024-11-26	COV-24-2530	Vergenoeg	JN.1.X LB.1.3.X LB.1.3.4.X KP.3.X BA.2.86.X XBB.1.5.X Recombinants Other	[0.8902833799999984, 0.03135954, 0.02090636, 0.00308643, 0.00116095, 3.3e-07, 0.05320309999999999, 2e-07]
COV-24-2531	Gauteng	Tshwane MM	48.0	2024-11-26	COV-24-2531	Laudium	JN.1.X LB.1.3.4.X KP.3.X Other	[0.47360126, 0.5241259899999999, 0.00227275, 2e-07]
COV-24-2533	Gauteng	Johannesburg MM	48.0	2024-11-26	COV-24-2533	Northern Wastewater Treatment Works (GP)	LB.1.3.4.X XEC.X JN.1.X KP.3.X LB.1.3.X XBB.1.5.X BA.5.X Recombinants Other	[0.41019266, 0.16937265, 0.21621724000000003, 0.11405152, 0.00030835, 3.6e-07, 2.4e-07, 0.08985739000000001, 1.88e-06]
COV-24-2534	Gauteng	Johannesburg MM	48.0	2024-11-27	COV-24-2534	Bushkoppies Inlet	LB.1.3.4.X KP.3.X KP.1.X JN.1.X Recombinants	[0.4711686, 0.478618, 0.0220588, 0.027549999999999998, 0.00060459]
COV-24-2535	Gauteng	Johannesburg MM	48.0	2024-11-27	COV-24-2535	Bushkoppies Final	LB.1.3.4.X KP.3.X JN.1.X LB.1.3.X KP.1.X BA.2.X XEC.X XBB.X BA.5.X Recombinants Other	[0.78585714, 0.19950582000000003, 0.012781999999999996, 0.00046775, 0.00033449, 0.00028381, 0.00029712, 6.4e-07, 4.1e-07, 0.00047122, 1.9e-06]
COV-24-2537	Gauteng	Johannesburg MM	48.0	2024-11-27	COV-24-2537	Klipspruit Veggies (After tunnel)	LB.1.3.4.X JN.1.X KP.3.X Other	[0.88035901, 0.11454101, 0.0050998499999999995, 2.3e-07]
COV-24-2539	Gauteng	Johannesburg MM	48.0	2024-11-27	COV-24-2539	Goudkoppies Wastewater Treatment Works	LB.1.3.4.X JN.1.X LB.1.3.X KP.3.X KP.1.X Other	[0.53333301, 0.14738565, 0.12141803, 0.19740287000000004, 0.00046019, 5.8e-07]
COV-24-2541	KwaZulu-Natal	Ethekwini MM	48.0	2024-11-25	COV-24-2541	Northern Wastewater Treatment Works (KZN)	LP.8.1.X JN.1.X LB.1.3.4.X KP.1.X KP.3.X Recombinants	[0.56044, 0.3393139300000001, 0.06970596, 0.0265153, 0.0033573199999999996, 0.00066745]
COV-24-2542	KwaZulu-Natal	Ethekwini MM	48.0	2024-11-25	COV-24-2542	Central Wastewater Treatment Works (KZN)	LB.1.3.4.X JN.1.X LP.8.1.X BA.2.86.X Recombinants Other	[0.32238248, 0.49375577, 0.10446549, 0.00032188, 0.07907402, 1.18e-06]
COV-24-2543	Gauteng	Ekurhuleni MM	48.0	2024-11-26	COV-24-2543	Hartebeesfontein Waterworks	LB.1.3.4.X JN.1.X KP.1.X LB.1.3.X KP.3.X Recombinants Other	[0.55405401, 0.14372291999999995, 0.11776864000000001, 0.08654796, 0.09672293, 0.001183, 1.82e-06]
COV-24-2544	Gauteng	Ekurhuleni MM	48.0	2024-11-26	COV-24-2544	ERWAT Vlakplaat Wastewater Treatment Works	KP.1.X LB.1.3.X KP.3.X JN.1.X Delta Other	[0.5359318, 0.45833264, 0.00478233, 0.00095306, 2.9e-07, 2.4e-06]
COV-24-2545	Western Cape	Cape Town MM	48.0	2024-11-26	COV-24-2545	Zandvleit Wastewater Treatment Works	LB.1.3.X JN.1.X KP.3.X XEC.X KP.1.X Recombinants	[0.27679799, 0.38468896999999996, 0.30993535999999994, 0.02634741, 0.00018499, 0.0020452]
COV-24-2547	Free State	Mangaung MM	48.0	2024-11-26	COV-24-2547	Sterkwater Wastewater Treatment Works	JN.1.X LB.1.3.4.X KP.3.X XEC.X Recombinants Other	[0.38206458, 0.319785, 0.28571393999999994, 0.00887753, 0.00355872, 2.5e-07]
